"name","type","class","exported","generic","args","package","Rversion"
"ls.print                  ","closure    ","           ","TRUE","FALSE","(ls.out, digits = 4, print.it = TRUE)                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"ls.str                    ","closure    ","           ","TRUE","FALSE","(..., mode = \""any\"", max.level = 1, give.attr = FALSE)                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"lsf.str                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"lsfit                     ","closure    ","           ","TRUE","FALSE","(x, y, wt = NULL, intercept = TRUE, tolerance = 1e-07,     yname = NULL)                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"machine                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"macintosh                 ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"mad                       ","closure    ","           ","TRUE","FALSE","(y, center, constant = 1.4826, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"mahalanobis               ","closure    ","           ","TRUE","FALSE","(x, center, cov, inverted = FALSE)                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"make.link                 ","closure    ","           ","TRUE","FALSE","(link)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"make.names                ","closure    ","           ","TRUE","FALSE","(names, unique = FALSE)                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"make.tables.aovproj       ","closure    ","           ","TRUE","FALSE","(proj.cols, mf.cols, prjs, mf, fun = \""mean\"", prt = FALSE,     ...)                                                                                                                                                                                                                                                                                           ","base   ","0.63.0"
"make.tables.aovprojlist   ","closure    ","           ","TRUE","FALSE","(proj.cols, strata.cols, model.cols, projections, model,     eff, fun = \""mean\"", prt = FALSE, ...)                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"mat.or.vec                ","closure    ","           ","TRUE","FALSE","(nr, nc)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"match                     ","closure    ","           ","TRUE","FALSE","(x, table, nomatch = NA)                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"match.arg                 ","closure    ","           ","TRUE","FALSE","(arg, choices)                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.63.0"
"match.call                ","closure    ","           ","TRUE","FALSE","(definition = NULL, call = sys.call(sys.parent()), expand.dots = TRUE)                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"matlines                  ","closure    ","           ","TRUE","FALSE","(x, y, lty = 1:5, pch = NULL, col = 1:6, ...)                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"matplot                   ","closure    ","           ","TRUE","FALSE","(x, y, type = \""p\"", lty = 1:5, pch = NULL, col = 1:6,     xlab = NULL, ylab = NULL, xlim = NULL, ylim = NULL, ...,     add = FALSE, verbose = .Options$verbose)                                                                                                                                                                                               ","base   ","0.63.0"
"matpoints                 ","closure    ","           ","TRUE","FALSE","(x, y, lty = 1:5, pch = NULL, col = 1:6, ...)                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"matrix                    ","closure    ","           ","TRUE","FALSE","(data = NA, nrow = 1, ncol = 1, byrow = FALSE, dimnames = NULL)                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"max                       ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","0.63.0"
"mean                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"mean.default              ","closure    ","           ","TRUE","FALSE","(x, trim = 0, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"median                    ","closure    ","           ","TRUE","FALSE","(x, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"menu                      ","closure    ","           ","TRUE","FALSE","(choices, graphics = FALSE, title = \""\"")                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"methods                   ","closure    ","           ","TRUE","FALSE","(generic.function, class)                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"min                       ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","0.63.0"
"missing                   ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"mode                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"mode<-                    ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"model.extract             ","closure    ","           ","TRUE","FALSE","(frame, component)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"model.frame               ","closure    ","           ","TRUE","FALSE","(formula, ...)                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.63.0"
"model.frame.aovlist       ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, ...)                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"model.frame.default       ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, subset = NULL, na.action = na.fail,     drop.unused.levels = FALSE, xlev = NULL, ...)                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"model.frame.glm           ","closure    ","           ","TRUE","FALSE","(formula, data, na.action, ...)                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"model.frame.lm            ","closure    ","           ","TRUE","FALSE","(formula, data, na.action, ...)                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"model.matrix              ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"model.matrix.default      ","closure    ","           ","TRUE","FALSE","(formula, data = sys.frame(sys.parent()), contrasts.arg = NULL,     xlev = NULL)                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"model.matrix.lm           ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"model.offset              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"model.response            ","closure    ","           ","TRUE","FALSE","(data, type = \""any\"")                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"model.tables              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"model.tables.aov          ","closure    ","           ","TRUE","FALSE","(x, type = \""effects\"", se = FALSE, cterms)                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"model.tables.aovlist      ","closure    ","           ","TRUE","FALSE","(x, type = \""effects\"", se = FALSE, ...)                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"model.weights             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"month.abb                 ","character  ","           ","TRUE","FALSE","NA","base   ","0.63.0"
"month.name                ","character  ","           ","TRUE","FALSE","NA","base   ","0.63.0"
"mtext                     ","closure    ","           ","TRUE","FALSE","(text, side = 3, line = 0, outer = FALSE, at = NULL,     adj = NA, ...)                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"mvfft                     ","closure    ","           ","TRUE","FALSE","(z, inverse = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","0.63.0"
"na.action                 ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"na.action.default         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"na.fail                   ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"na.omit                   ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"names                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"names.default             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"names<-                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"names<-.default           ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"nargs                     ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"nchar                     ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"ncol                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"next                      ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"nextn                     ","closure    ","           ","TRUE","FALSE","(n, factors = c(2, 3, 5))                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"nlevels                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"nlm                       ","closure    ","           ","TRUE","FALSE","(f, p, hessian = FALSE, typsize = rep(1, length(p)),     fscale = 1, print.level = 0, ndigit = 12, gradtol = 1e-06,     stepmax = max(1000 * sqrt(sum((p/typsize)^2)), 1000), steptol = 1e-06,     iterlim = 100)                                                                                                                                              ","base   ","0.63.0"
"noquote                   ","closure    ","           ","TRUE","FALSE","(obj)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"nrow                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"numeric                   ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"objects                   ","closure    ","           ","TRUE","FALSE","(name, pos = -1, envir = pos.to.env(pos), all.names = FALSE,     pattern)                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"offset                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"on.exit                   ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"optimise                  ","closure    ","           ","TRUE","FALSE","(f, interval, lower = min(interval), upper = max(interval),     maximum = FALSE, tol = .Machine$double.eps^0.25, ...)                                                                                                                                                                                                                                          ","base   ","0.63.0"
"optimize                  ","closure    ","           ","TRUE","FALSE","(f, interval, lower = min(interval), upper = max(interval),     maximum = FALSE, tol = .Machine$double.eps^0.25, ...)                                                                                                                                                                                                                                          ","base   ","0.63.0"
"options                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"order                     ","closure    ","           ","TRUE","FALSE","(..., na.last = TRUE)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"ordered                   ","closure    ","           ","TRUE","FALSE","(x, levels = sort(unique(x), na.last = TRUE), labels = levels,     exclude = NA, ordered = TRUE)                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"outer                     ","closure    ","           ","TRUE","FALSE","(x, y, FUN = \""*\"", ...)                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"pairlist                  ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"pairs                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"pairs.default             ","closure    ","           ","TRUE","FALSE","(x, labels, panel = points, main = NULL, font.main = par(\""font.main\""),     cex.main = par(\""cex.main\""), ...)                                                                                                                                                                                                                                                ","base   ","0.63.0"
"palette                   ","closure    ","           ","TRUE","FALSE","(value)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"panel.smooth              ","closure    ","           ","TRUE","FALSE","(x, y, col = par(\""col\""), pch = par(\""pch\""), col.smooth = \""red\"",     f = 2/3, iter = 3, ...)                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"par                       ","closure    ","           ","TRUE","FALSE","(..., no.readonly = FALSE)                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"parse                     ","closure    ","           ","TRUE","FALSE","(file = \""\"", n = NULL, text = NULL, prompt = NULL, white = FALSE)                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"paste                     ","closure    ","           ","TRUE","FALSE","(..., sep = \"" \"", collapse = NULL)                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"pbeta                     ","closure    ","           ","TRUE","FALSE","(q, shape1, shape2, ncp = 0)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"pbinom                    ","closure    ","           ","TRUE","FALSE","(q, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"pcauchy                   ","closure    ","           ","TRUE","FALSE","(q, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"pchisq                    ","closure    ","           ","TRUE","FALSE","(q, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"pentagamma                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"persp                     ","closure    ","           ","TRUE","FALSE","(x = seq(0, 1, len = nrow(z)), y = seq(0, 1, len = ncol(z)),     z, xlim = range(x), ylim = range(y), zlim = range(z, na.rm = TRUE),     theta = 0, phi = 15, r = sqrt(3), d = 1, scale = TRUE, expand = 1,     col, border, ...)                                                                                                                              ","base   ","0.63.0"
"pexp                      ","closure    ","           ","TRUE","FALSE","(q, rate = 1)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"pf                        ","closure    ","           ","TRUE","FALSE","(q, df1, df2, ncp = 0)                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"pgamma                    ","closure    ","           ","TRUE","FALSE","(q, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"pgeom                     ","closure    ","           ","TRUE","FALSE","(q, prob)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"phyper                    ","closure    ","           ","TRUE","FALSE","(q, m, n, k)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"pi                        ","double     ","           ","TRUE","FALSE","NA","base   ","0.63.0"
"pico                      ","closure    ","           ","TRUE","FALSE","(name = NULL, file = \""\"")                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"pictex                    ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.tex\"", width = 5, height = 4, debug = FALSE,     bg = \""white\"", fg = \""black\"")                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"piechart                  ","closure    ","           ","TRUE","FALSE","(x, labels = names(x), edges = 200, radius = 0.8, col = NULL,     main = NULL, ...)                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"plnorm                    ","closure    ","           ","TRUE","FALSE","(q, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"plogis                    ","closure    ","           ","TRUE","FALSE","(q, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"plot                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"plot.data.frame           ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"plot.default              ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""p\"", xlim = NULL, ylim = NULL,     log = \""\"", main = NULL, sub = NULL, xlab = NULL, ylab = NULL,     ann = par(\""ann\""), axes = TRUE, frame.plot = axes, panel.first = NULL,     panel.last = NULL, col = par(\""fg\""), bg = NA, pch = par(\""pch\""),     cex = par(\""cex\""), lty = par(\""lty\""), lwd = par(\""lwd\""), asp = NA,     ...) ","base   ","0.63.0"
