"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
"jitter                    ","closure    ","           ","TRUE","FALSE","(x, factor = 1, amount = NULL)                                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.65.0",FALSE
"kappa                     ","closure    ","           ","TRUE","FALSE","(z, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"kappa.default             ","closure    ","           ","TRUE","FALSE","(z, exact = FALSE, ...)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"kappa.lm                  ","closure    ","           ","TRUE","FALSE","(z, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"kappa.qr                  ","closure    ","           ","TRUE","FALSE","(z, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"kappa.tri                 ","closure    ","           ","TRUE","FALSE","(z, exact = FALSE, ...)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"kronecker                 ","closure    ","           ","TRUE","FALSE","(X, Y, FUN = \""*\"", make.dimnames = FALSE, ...)                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.65.0",FALSE
"labels                    ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"labels.default            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"labels.lm                 ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"labels.terms              ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"lapply                    ","closure    ","           ","TRUE","FALSE","(X, FUN, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"layout                    ","closure    ","           ","TRUE","FALSE","(mat, widths = rep(1, dim(mat)[2]), heights = rep(1,     dim(mat)[1]), respect = FALSE)                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"layout.show               ","closure    ","           ","TRUE","FALSE","(n = 1)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"lbeta                     ","closure    ","           ","TRUE","FALSE","(a, b)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"lchoose                   ","closure    ","           ","TRUE","FALSE","(n, k)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"lcm                       ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"legend                    ","closure    ","           ","TRUE","FALSE","(x, y, legend, fill, col = \""black\"", lty, lwd, pch, bty = \""o\"",     bg = par(\""bg\""), cex = 1, xjust = 0, yjust = 1, x.intersp = NULL,     y.intersp = NULL, text.width = NULL, merge = FALSE, trace = FALSE)                                                                                                                                                                                                        ","base   ","NA","0.65.0",FALSE
"length                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"length<-                  ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"letters                   ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.65.0",FALSE
"levels                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"levels<-                  ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"levels<-.default          ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"levels<-.factor           ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"lgamma                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"lib.fixup                 ","closure    ","           ","TRUE","FALSE","(env, globenv)                                                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.65.0",FALSE
"library                   ","closure    ","           ","TRUE","FALSE","(name, help, lib.loc = .lib.loc, character.only = FALSE,     logical.return = FALSE, warn.conflicts = name != \""MASS\"")                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"library.dynam             ","closure    ","           ","TRUE","FALSE","(chname, package = .packages(), lib.loc = .lib.loc,     verbose = .Options$verbose, file.ext = .Platform$dynlib.ext)                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"licence                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"license                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"lines                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"lines.default             ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""l\"", col = par(\""col\""), ...)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"lines.ts                  ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"list                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"list.files                ","closure    ","           ","TRUE","FALSE","(path, pattern = NULL, all.files = FALSE, full.names = FALSE)                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"lm                        ","closure    ","           ","TRUE","FALSE","(formula, data = list(), subset, weights, na.action,     method = \""qr\"", model = TRUE, x = FALSE, y = FALSE, qr = TRUE,     singular.ok = TRUE, contrasts = NULL, offset = NULL, ...)                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"lm.fit                    ","closure    ","           ","TRUE","FALSE","(x, y, offset = NULL, method = \""qr\"", tol = 1e-07, ...)                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"lm.fit.null               ","closure    ","           ","TRUE","FALSE","(x, y, method = \""qr\"", tol = 1e-07, ...)                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"lm.influence              ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"lm.wfit                   ","closure    ","           ","TRUE","FALSE","(x, y, w, offset = NULL, method = \""qr\"", tol = 1e-07,     ...)                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.65.0",FALSE
"lm.wfit.null              ","closure    ","           ","TRUE","FALSE","(x, y, w, method = \""qr\"", tol = 1e-07, ...)                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.65.0",FALSE
"load                      ","closure    ","           ","TRUE","FALSE","(file, envir = sys.frame(sys.parent()))                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"local                     ","closure    ","           ","TRUE","FALSE","(expr, envir = new.env())                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"locator                   ","closure    ","           ","TRUE","FALSE","(n = 512, type = \""n\"")                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"log                       ","closure    ","           ","TRUE","FALSE","(x, base = exp(1))                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"log10                     ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"log2                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"logical                   ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.65.0",FALSE
"loglin                    ","closure    ","           ","TRUE","FALSE","(table, margin, start = rep(1, length(table)), fit = FALSE,     eps = 0.1, iter = 20, param = FALSE, print = TRUE)                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"lower.tri                 ","closure    ","           ","TRUE","FALSE","(x, diag = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.65.0",FALSE
"lowess                    ","closure    ","           ","TRUE","FALSE","(x, y = NULL, f = 2/3, iter = 3, delta = 0.01 * diff(range(xy$x[o])))                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"ls                        ","closure    ","           ","TRUE","FALSE","(name, pos = -1, envir = pos.to.env(pos), all.names = FALSE,     pattern)                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"ls.diag                   ","closure    ","           ","TRUE","FALSE","(ls.out)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"ls.print                  ","closure    ","           ","TRUE","FALSE","(ls.out, digits = 4, print.it = TRUE)                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"ls.str                    ","closure    ","           ","TRUE","FALSE","(..., mode = \""any\"", max.level = 1, give.attr = FALSE)                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"lsf.str                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"lsfit                     ","closure    ","           ","TRUE","FALSE","(x, y, wt = NULL, intercept = TRUE, tolerance = 1e-07,     yname = NULL)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"machine                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"macintosh                 ","closure    ","           ","TRUE","FALSE","(display = \""\"", width = 5, height = 5, pointsize = 12)                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"mad                       ","closure    ","           ","TRUE","FALSE","(y, center, constant = 1.4826, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"mahalanobis               ","closure    ","           ","TRUE","FALSE","(x, center, cov, inverted = FALSE)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"make.link                 ","closure    ","           ","TRUE","FALSE","(link)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"make.names                ","closure    ","           ","TRUE","FALSE","(names, unique = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"make.socket               ","closure    ","           ","TRUE","FALSE","(host = \""localhost\"", port, fail = TRUE, server = FALSE)                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"make.tables.aovproj       ","closure    ","           ","TRUE","FALSE","(proj.cols, mf.cols, prjs, mf, fun = \""mean\"", prt = FALSE,     ...)                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"make.tables.aovprojlist   ","closure    ","           ","TRUE","FALSE","(proj.cols, strata.cols, model.cols, projections, model,     eff, fun = \""mean\"", prt = FALSE, ...)                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"mat.or.vec                ","closure    ","           ","TRUE","FALSE","(nr, nc)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"match                     ","closure    ","           ","TRUE","FALSE","(x, table, nomatch = NA)                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"match.arg                 ","closure    ","           ","TRUE","FALSE","(arg, choices)                                                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.65.0",FALSE
"match.call                ","closure    ","           ","TRUE","FALSE","(definition = NULL, call = sys.call(sys.parent()), expand.dots = TRUE)                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"match.fun                 ","closure    ","           ","TRUE","FALSE","(FUN, descend = TRUE)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"matlines                  ","closure    ","           ","TRUE","FALSE","(x, y, lty = 1:5, lwd = 1, pch = NULL, col = 1:6, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"matplot                   ","closure    ","           ","TRUE","FALSE","(x, y, type = \""p\"", lty = 1:5, lwd = 1, pch = NULL, col = 1:6,     xlab = NULL, ylab = NULL, xlim = NULL, ylim = NULL, ...,     add = FALSE, verbose = .Options$verbose)                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"matpoints                 ","closure    ","           ","TRUE","FALSE","(x, y, lty = 1:5, lwd = 1, pch = NULL, col = 1:6, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"matrix                    ","closure    ","           ","TRUE","FALSE","(data = NA, nrow = 1, ncol = 1, byrow = FALSE, dimnames = NULL)                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.65.0",FALSE
"max                       ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"mean                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"mean.default              ","closure    ","           ","TRUE","FALSE","(x, trim = 0, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.65.0",FALSE
"median                    ","closure    ","           ","TRUE","FALSE","(x, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"memory.profile            ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"menu                      ","closure    ","           ","TRUE","FALSE","(choices, graphics = FALSE, title = \""\"")                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"methods                   ","closure    ","           ","TRUE","FALSE","(generic.function, class)                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.65.0",FALSE
"min                       ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"missing                   ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"mode                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"mode<-                    ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"model.extract             ","closure    ","           ","TRUE","FALSE","(frame, component)                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"model.frame               ","closure    ","           ","TRUE","FALSE","(formula, ...)                                                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.65.0",FALSE
