"name","type","class","exported","generic","args","package","priority","Rversion"
"qqline                       ","closure    ","           ","TRUE","FALSE","(y, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.90.1"
"qqnorm                       ","closure    ","           ","TRUE","FALSE","(y, ylim, main = \""Normal Q-Q Plot\"", xlab = \""Theoretical Quantiles\"",     ylab = \""Sample Quantiles\"", plot.it = TRUE, ...)                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"qqplot                       ","closure    ","           ","TRUE","FALSE","(x, y, plot.it = TRUE, xlab = deparse(substitute(x)),     ylab = deparse(substitute(y)), ...)                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"qr                           ","closure    ","           ","TRUE","FALSE","(x, tol = 1e-07)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"qr.Q                         ","closure    ","           ","TRUE","FALSE","(qr, complete = FALSE, Dvec = rep(if (cmplx) 1 + 0+0i else 1,     if (complete) dqr[1] else min(dqr)))                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.90.1"
"qr.R                         ","closure    ","           ","TRUE","FALSE","(qr, complete = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.90.1"
"qr.X                         ","closure    ","           ","TRUE","FALSE","(qr, complete = FALSE, ncol = if (complete) nrow(R) else min(dim(R)))                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"qr.coef                      ","closure    ","           ","TRUE","FALSE","(qr, y)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"qr.fitted                    ","closure    ","           ","TRUE","FALSE","(qr, y, k = qr$rank)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.90.1"
"qr.qty                       ","closure    ","           ","TRUE","FALSE","(qr, y)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"qr.qy                        ","closure    ","           ","TRUE","FALSE","(qr, y)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"qr.resid                     ","closure    ","           ","TRUE","FALSE","(qr, y)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"qr.solve                     ","closure    ","           ","TRUE","FALSE","(a, b, tol = 1e-07)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"qsignrank                    ","closure    ","           ","TRUE","FALSE","(p, n)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.90.1"
"qt                           ","closure    ","           ","TRUE","FALSE","(p, df)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"qtukey                       ","closure    ","           ","TRUE","FALSE","(p, nmeans, df, nranges = 1)                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.90.1"
"quantile                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.90.1"
"quantile.default             ","closure    ","           ","TRUE","FALSE","(x, probs = seq(0, 1, 0.25), na.rm = FALSE, names = TRUE)                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.90.1"
"quasi                        ","closure    ","           ","TRUE","FALSE","(link = \""identity\"", variance = \""constant\"")                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.90.1"
"quit                         ","closure    ","           ","TRUE","FALSE","(save = \""default\"", status = 0, runLast = TRUE)                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"qunif                        ","closure    ","           ","TRUE","FALSE","(p, min = 0, max = 1)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"quote                        ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"qweibull                     ","closure    ","           ","TRUE","FALSE","(p, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"qwilcox                      ","closure    ","           ","TRUE","FALSE","(p, m, n)                                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.90.1"
"rainbow                      ","closure    ","           ","TRUE","FALSE","(n, s = 1, v = 1, start = 0, end = max(1, n - 1)/n,     gamma = 1)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.90.1"
"range                        ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.90.1"
"range.default                ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE, finite = FALSE)                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.90.1"
"rank                         ","closure    ","           ","TRUE","FALSE","(x, na.last = TRUE)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"rbeta                        ","closure    ","           ","TRUE","FALSE","(n, shape1, shape2)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"rbind                        ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.90.1"
"rbind.data.frame             ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.90.1"
"rbinom                       ","closure    ","           ","TRUE","FALSE","(n, size, prob)                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.90.1"
"rcauchy                      ","closure    ","           ","TRUE","FALSE","(n, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.90.1"
"rchisq                       ","closure    ","           ","TRUE","FALSE","(n, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"read.fwf                     ","closure    ","           ","TRUE","FALSE","(file, widths, sep = \""\"", as.is = FALSE, skip = 0, row.names,     col.names)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"read.socket                  ","closure    ","           ","TRUE","FALSE","(socket, maxlen = 256, loop = FALSE)                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.90.1"
"read.table                   ","closure    ","           ","TRUE","FALSE","(file, header = FALSE, sep = \""\"", row.names, col.names,     as.is = FALSE, na.strings = \""NA\"", skip = 0)                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.90.1"
"read.table.url               ","closure    ","           ","TRUE","FALSE","(url, port = 80, check.MIME.type = TRUE, ...)                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"readline                     ","closure    ","           ","TRUE","FALSE","(prompt = \""\"")                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.90.1"
"real                         ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.90.1"
"rect                         ","closure    ","           ","TRUE","FALSE","(xleft, ybottom, xright, ytop, col = NULL, border = par(\""fg\""),     lty = NULL, lwd = par(\""lwd\""), xpd = FALSE)                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.90.1"
"reformulate                  ","closure    ","           ","TRUE","FALSE","(termlabels, response = NULL)                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"regexpr                      ","closure    ","           ","TRUE","FALSE","(pattern, text, extended = TRUE)                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"relevel                      ","closure    ","           ","TRUE","FALSE","(x, ref, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"relevel.default              ","closure    ","           ","TRUE","FALSE","(x, ref, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"relevel.factor               ","closure    ","           ","TRUE","FALSE","(x, ref, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"relevel.ordered              ","closure    ","           ","TRUE","FALSE","(x, ref, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"remove                       ","closure    ","           ","TRUE","FALSE","(..., list = character(0), pos = -1, envir = pos.to.env(pos),     inherits = FALSE)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"rep                          ","closure    ","           ","TRUE","FALSE","(x, times, length.out)                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.90.1"
"repeat                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"replace                      ","closure    ","           ","TRUE","FALSE","(x, list, values)                                                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.90.1"
"replications                 ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, na.action = na.fail)                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.90.1"
"require                      ","closure    ","           ","TRUE","FALSE","(name, quietly = FALSE, warn.conflicts = TRUE)                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.90.1"
"resid                        ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"residuals                    ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"residuals.default            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"residuals.glm                ","closure    ","           ","TRUE","FALSE","(object, type = \""deviance\"", ...)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.90.1"
"residuals.lm                 ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"restart                      ","closure    ","           ","TRUE","FALSE","(on = TRUE)                                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.90.1"
"return                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"rev                          ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"rexp                         ","closure    ","           ","TRUE","FALSE","(n, rate = 1)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"rf                           ","closure    ","           ","TRUE","FALSE","(n, df1, df2)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"rgamma                       ","closure    ","           ","TRUE","FALSE","(n, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"rgb                          ","closure    ","           ","TRUE","FALSE","(red, green, blue, names = NULL)                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.90.1"
"rgeom                        ","closure    ","           ","TRUE","FALSE","(n, prob)                                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.90.1"
"rhyper                       ","closure    ","           ","TRUE","FALSE","(nn, m, n, k)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.90.1"
"rle                          ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"rlnorm                       ","closure    ","           ","TRUE","FALSE","(n, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.90.1"
"rlogis                       ","closure    ","           ","TRUE","FALSE","(n, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.90.1"
"rm                           ","closure    ","           ","TRUE","FALSE","(..., list = character(0), pos = -1, envir = pos.to.env(pos),     inherits = FALSE)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"rnbinom                      ","closure    ","           ","TRUE","FALSE","(n, size, prob)                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.90.1"
"rnorm                        ","closure    ","           ","TRUE","FALSE","(n, mean = 0, sd = 1)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"round                        ","closure    ","           ","TRUE","FALSE","(x, digits = 0)                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.90.1"
"row                          ","closure    ","           ","TRUE","FALSE","(x, as.factor = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.90.1"
"row.names                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.90.1"
"row.names<-                  ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.90.1"
"rownames                     ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""row\"")                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"rownames<-                   ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.90.1"
"rowsum                       ","closure    ","           ","TRUE","FALSE","(x, group, reorder = TRUE)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.90.1"
"rpois                        ","closure    ","           ","TRUE","FALSE","(n, lambda)                                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.90.1"
"rsignrank                    ","closure    ","           ","TRUE","FALSE","(nn, n)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"rstandard                    ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.90.1"
"rstudent                     ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.90.1"
"rt                           ","closure    ","           ","TRUE","FALSE","(n, df)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.90.1"
"rug                          ","closure    ","           ","TRUE","FALSE","(x, ticksize = 0.03, side = 1, lwd = 0.5)                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.90.1"
"runif                        ","closure    ","           ","TRUE","FALSE","(n, min = 0, max = 1)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"rweibull                     ","closure    ","           ","TRUE","FALSE","(n, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.90.1"
"rwilcox                      ","closure    ","           ","TRUE","FALSE","(nn, m, n)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.90.1"
